multiplicador,secciones_generadas,grupos_calculados,docentes_calculados,cursos_catalogo,asignaciones_calculadas,bloques_esperados_teoricos,bloques_requeridos_calculados,bloques_asignados,coverage_rate,solver_status,tiempo_segundos,time_limit_mode,time_limit_seconds,workers,conflictos_docente,conflictos_grupo,violaciones_disponibilidad,violaciones_carga,solver_conflicts,solver_branches,progress_enabled,solutions_found,interrupted,solver_log_path,progress_log_path,solucion_encontrada,estructura_valida,observacion
30,30,150,240,10,1500,5250,5250,5250,1.0,OPTIMAL,6186.814176,unlimited,,8,0,0,0,0,27208119,168722677,True,1,False,D:\USUARIO EDINSON (no tocar)\Descargas\generador-horarios-final\src\backend-minizinc\resultados\logs\stress_x30_solver.log,D:\USUARIO EDINSON (no tocar)\Descargas\generador-horarios-final\src\backend-minizinc\resultados\logs\stress_x30_progress.log,True,True,Optimal solution found without explicit time limit
