instance_type,scenario,run_id,seed,algorithm,required_blocks,assigned_blocks,coverage_rate,unassigned_blocks,status,runtime_seconds,teacher_conflicts,group_conflicts,availability_violations,workload_violations,solver_conflicts,solver_branches,workers,time_limit_seconds,instance_hash_sha256,observation
web-real,web-real,1,1,Greedy,175,166,0.948571429,9,PARTIAL,3.7066678,0,0,0,0,,,8,,8db7674e306ef20d3fe9021a30efc870d3357e407eec78be806c5dac6ce91e39,"Greedy parcial tras estrategia MRV, 20 reinicios y reparacion simple; bloques_no_asignados=9; violaciones_huecos_grupo=2; greedy_restarts=20; restarts_used=20; best_restart=9"
web-real,web-real,2,2,CP-SAT,175,175,1.0,0,OPTIMAL,4.920928,0,0,0,0,24131,140477,8,,8db7674e306ef20d3fe9021a30efc870d3357e407eec78be806c5dac6ce91e39,CP-SAT random_seed=2; log=D:\USUARIO EDINSON (no tocar)\Descargas\generador-horarios-final\src\backend-minizinc\resultados\repeated_logs\web-real_run2_cpsat.log
web-real,web-real,2,2,Greedy,175,166,0.948571429,9,PARTIAL,3.9710109,0,0,0,0,,,8,,8db7674e306ef20d3fe9021a30efc870d3357e407eec78be806c5dac6ce91e39,"Greedy parcial tras estrategia MRV, 20 reinicios y reparacion simple; bloques_no_asignados=9; violaciones_huecos_grupo=2; greedy_restarts=20; restarts_used=20; best_restart=1"
web-real,web-real,3,3,CP-SAT,175,175,1.0,0,OPTIMAL,1.837247,0,0,0,0,7737,45669,8,,8db7674e306ef20d3fe9021a30efc870d3357e407eec78be806c5dac6ce91e39,CP-SAT random_seed=3; log=D:\USUARIO EDINSON (no tocar)\Descargas\generador-horarios-final\src\backend-minizinc\resultados\repeated_logs\web-real_run3_cpsat.log
web-real,web-real,3,3,Greedy,175,163,0.931428571,12,PARTIAL,4.0016828,0,0,0,0,,,8,,8db7674e306ef20d3fe9021a30efc870d3357e407eec78be806c5dac6ce91e39,"Greedy parcial tras estrategia MRV, 20 reinicios y reparacion simple; bloques_no_asignados=12; violaciones_huecos_grupo=2; greedy_restarts=20; restarts_used=20; best_restart=14"
web-real,web-real,4,4,CP-SAT,175,175,1.0,0,OPTIMAL,4.389304,0,0,0,0,20249,116976,8,,8db7674e306ef20d3fe9021a30efc870d3357e407eec78be806c5dac6ce91e39,CP-SAT random_seed=4; log=D:\USUARIO EDINSON (no tocar)\Descargas\generador-horarios-final\src\backend-minizinc\resultados\repeated_logs\web-real_run4_cpsat.log
web-real,web-real,4,4,Greedy,175,165,0.942857143,10,PARTIAL,4.0536033,0,0,0,0,,,8,,8db7674e306ef20d3fe9021a30efc870d3357e407eec78be806c5dac6ce91e39,"Greedy parcial tras estrategia MRV, 20 reinicios y reparacion simple; bloques_no_asignados=10; violaciones_huecos_grupo=3; greedy_restarts=20; restarts_used=20; best_restart=4"
web-real,web-real,5,5,CP-SAT,175,175,1.0,0,OPTIMAL,2.108909,0,0,0,0,8447,56581,8,,8db7674e306ef20d3fe9021a30efc870d3357e407eec78be806c5dac6ce91e39,CP-SAT random_seed=5; log=D:\USUARIO EDINSON (no tocar)\Descargas\generador-horarios-final\src\backend-minizinc\resultados\repeated_logs\web-real_run5_cpsat.log
web-real,web-real,5,5,Greedy,175,167,0.954285714,8,PARTIAL,4.1586433,0,0,0,0,,,8,,8db7674e306ef20d3fe9021a30efc870d3357e407eec78be806c5dac6ce91e39,"Greedy parcial tras estrategia MRV, 20 reinicios y reparacion simple; bloques_no_asignados=8; violaciones_huecos_grupo=1; greedy_restarts=20; restarts_used=20; best_restart=18"
web-real,web-real,6,6,CP-SAT,175,175,1.0,0,OPTIMAL,3.679473,0,0,0,0,14129,110207,8,,8db7674e306ef20d3fe9021a30efc870d3357e407eec78be806c5dac6ce91e39,CP-SAT random_seed=6; log=D:\USUARIO EDINSON (no tocar)\Descargas\generador-horarios-final\src\backend-minizinc\resultados\repeated_logs\web-real_run6_cpsat.log
web-real,web-real,6,6,Greedy,175,165,0.942857143,10,PARTIAL,4.0320498,0,0,0,0,,,8,,8db7674e306ef20d3fe9021a30efc870d3357e407eec78be806c5dac6ce91e39,"Greedy parcial tras estrategia MRV, 20 reinicios y reparacion simple; bloques_no_asignados=10; violaciones_huecos_grupo=3; greedy_restarts=20; restarts_used=20; best_restart=10"
web-real,web-real,7,7,CP-SAT,175,175,1.0,0,OPTIMAL,4.074524,0,0,0,0,15053,109712,8,,8db7674e306ef20d3fe9021a30efc870d3357e407eec78be806c5dac6ce91e39,CP-SAT random_seed=7; log=D:\USUARIO EDINSON (no tocar)\Descargas\generador-horarios-final\src\backend-minizinc\resultados\repeated_logs\web-real_run7_cpsat.log
web-real,web-real,7,7,Greedy,175,164,0.937142857,11,PARTIAL,4.2315271,0,0,0,0,,,8,,8db7674e306ef20d3fe9021a30efc870d3357e407eec78be806c5dac6ce91e39,"Greedy parcial tras estrategia MRV, 20 reinicios y reparacion simple; bloques_no_asignados=11; violaciones_huecos_grupo=0; greedy_restarts=20; restarts_used=20; best_restart=9"
web-real,web-real,8,8,CP-SAT,175,175,1.0,0,OPTIMAL,3.995198,0,0,0,0,12226,117970,8,,8db7674e306ef20d3fe9021a30efc870d3357e407eec78be806c5dac6ce91e39,CP-SAT random_seed=8; log=D:\USUARIO EDINSON (no tocar)\Descargas\generador-horarios-final\src\backend-minizinc\resultados\repeated_logs\web-real_run8_cpsat.log
web-real,web-real,8,8,Greedy,175,166,0.948571429,9,PARTIAL,4.1398518,0,0,0,0,,,8,,8db7674e306ef20d3fe9021a30efc870d3357e407eec78be806c5dac6ce91e39,"Greedy parcial tras estrategia MRV, 20 reinicios y reparacion simple; bloques_no_asignados=9; violaciones_huecos_grupo=3; greedy_restarts=20; restarts_used=20; best_restart=2"
web-real,web-real,9,9,CP-SAT,175,175,1.0,0,OPTIMAL,3.973604,0,0,0,0,14528,108812,8,,8db7674e306ef20d3fe9021a30efc870d3357e407eec78be806c5dac6ce91e39,CP-SAT random_seed=9; log=D:\USUARIO EDINSON (no tocar)\Descargas\generador-horarios-final\src\backend-minizinc\resultados\repeated_logs\web-real_run9_cpsat.log
web-real,web-real,9,9,Greedy,175,164,0.937142857,11,PARTIAL,4.543123,0,0,0,0,,,8,,8db7674e306ef20d3fe9021a30efc870d3357e407eec78be806c5dac6ce91e39,"Greedy parcial tras estrategia MRV, 20 reinicios y reparacion simple; bloques_no_asignados=11; violaciones_huecos_grupo=2; greedy_restarts=20; restarts_used=20; best_restart=20"
web-real,web-real,10,10,CP-SAT,175,175,1.0,0,OPTIMAL,2.029729,0,0,0,0,6877,50849,8,,8db7674e306ef20d3fe9021a30efc870d3357e407eec78be806c5dac6ce91e39,CP-SAT random_seed=10; log=D:\USUARIO EDINSON (no tocar)\Descargas\generador-horarios-final\src\backend-minizinc\resultados\repeated_logs\web-real_run10_cpsat.log
web-real,web-real,10,10,Greedy,175,164,0.937142857,11,PARTIAL,4.4395364,0,0,0,0,,,8,,8db7674e306ef20d3fe9021a30efc870d3357e407eec78be806c5dac6ce91e39,"Greedy parcial tras estrategia MRV, 20 reinicios y reparacion simple; bloques_no_asignados=11; violaciones_huecos_grupo=3; greedy_restarts=20; restarts_used=20; best_restart=10"
